image,ctc,ftc,score,queries,label,seconds
clean_000000000139.jpg,0.0270243763923645,0.00024405930669983743,-0.0066946681275931175,81,0,3.550357314059511
poison_000000000139.jpg,0.11010237336158753,0.08858119412546744,-0.005366990957764273,81,1,3.416911411099136
clean_000000000785.jpg,0.0,0.016563595049414393,0.004140804092727768,81,0,2.884730776073411
poison_000000000785.jpg,0.0,0.20536690259006601,0.05116203627034499,81,1,2.473583549959585
clean_000000000872.jpg,0.0,0.0014181960583145457,0.000354548955153855,81,0,2.977529597003013
poison_000000000872.jpg,0.0,0.16977835596645263,0.042342927673292174,81,1,3.048476736061275
clean_000000000885.jpg,0.005752489964167277,0.009188532791277494,0.0008589985105796893,81,0,2.6598167889751494
poison_000000000885.jpg,0.0,0.14145639017904954,0.03530524593512541,81,1,2.7497285730205476
clean_000000001000.jpg,0.026193370421727497,0.005832230119235872,-0.005089914836788667,81,0,3.4670338050927967
poison_000000001000.jpg,0.0,0.0638775588924146,0.015963961889496114,81,1,2.894912085030228
clean_000000001268.jpg,0.1611030379931132,0.00019777639768018708,-0.04013943050573676,81,0,2.5991716829594225
poison_000000001268.jpg,0.0,0.16215330864369185,0.040449734892894273,81,1,2.8604283737950027
clean_000000001296.jpg,0.15588742395242056,0.0015039231357329506,-0.03851714569401754,81,0,3.382290425011888
poison_000000001296.jpg,0.0,0.16678816038065059,0.04160064653901363,81,1,2.868871917948127
clean_000000001353.jpg,0.0,0.0007631083406992272,0.00019077707591685922,81,0,2.5364394958596677
poison_000000001353.jpg,0.0,0.12199375052694864,0.03046066948569892,81,1,2.298359099077061
clean_000000001490.jpg,0.00971554716428121,0.00010730120124955586,-0.0024020423853694517,81,0,2.6035676130559295
poison_000000001490.jpg,0.0,0.1939333781178142,0.04833195836054671,81,1,2.404622619971633
clean_000000001584.jpg,0.0179383913675944,0.001917806641428558,-0.004005026075671769,81,0,3.5585664729587734
poison_000000001584.jpg,0.28821147680282594,0.11718757461223091,-0.042294804612466264,81,1,3.5078016130719334
clean_000000001761.jpg,0.0,0.0003689286665433824,9.223216558973402e-05,81,0,2.473551651928574
poison_000000001761.jpg,0.0,0.012478895570425695,0.0031196834088828007,81,1,2.598415763815865
clean_000000002006.jpg,0.006951036055882772,0.0024005049195941794,-0.0011376260753598322,81,0,3.1164973790291697
poison_000000002006.jpg,0.0,0.148826456293124,0.03713809076192809,81,1,3.260231165913865
clean_000000002153.jpg,0.0278173824151357,0.00221904507797323,-0.006399136153327212,81,0,3.440084942150861
poison_000000002153.jpg,0.0,0.19513482678782695,0.04862949665679572,81,1,2.9484959880355746
clean_000000002261.jpg,0.0,0.00021683610060036293,5.420902493769031e-05,81,0,2.809879720909521
poison_000000002261.jpg,0.0,0.17471210400241416,0.04356726059124538,81,1,3.280036052921787
clean_000000002299.jpg,0.011371466517448425,0.0029790069559703374,-0.002098084807222622,81,0,2.8873823480680585
poison_000000002299.jpg,0.0,0.02467412866887947,0.006168219229583105,81,1,1.9965257730800658
clean_000000002431.jpg,0.21392853260040284,0.0019297210786034546,-0.05279666285729989,81,0,3.016922637121752
poison_000000002431.jpg,0.0,0.05305105770958201,0.013259654725967573,81,1,2.469547232845798
clean_000000002473.jpg,0.009930678208669027,0.0002525692197701051,-0.0024195068446929424,81,0,2.8446846690494567
poison_000000002473.jpg,0.0,0.16841799391116236,0.04200525678625244,81,1,3.046267418190837
clean_000000002532.jpg,0.0,0.00021724542184064737,5.431135524658348e-05,81,0,2.7255037729628384
poison_000000002532.jpg,0.0,0.13202338401576605,0.03295798794992677,81,1,2.7240531879942864
clean_000000002685.jpg,0.24988441467285155,0.002622477099595896,-0.06149243229374135,81,0,3.1750656489748508
poison_000000002685.jpg,0.0,0.15136374596485383,0.037768853878808906,81,1,2.363673506071791
clean_000000003156.jpg,0.0,0.0030446063632563938,0.0007611510028485702,81,0,2.2492423139046878
poison_000000003156.jpg,0.0,0.16862455009028263,0.04205653092965822,81,1,2.46580269606784
clean_000000003255.jpg,0.0,9.533309135053336e-05,2.383327281962888e-05,81,0,2.924788567936048
