image,ctc,ftc,score,queries,label,seconds
clean_000000000724.jpg,0.12271315455436707,0.000993504239857691,-0.03039147301809164,81,0,2.40339282900095
clean_000000000872.jpg,0.0,0.0001582710104226181,3.956775252300648e-05,81,0,2.8631352249067277
clean_000000001000.jpg,0.02722221314907074,0.0021746913976348797,-0.006261460412624098,81,0,3.1579760839231312
clean_000000001268.jpg,0.10528294146060943,8.930745449767278e-05,-0.026274122743042416,81,0,2.0485345269553363
clean_000000001532.jpg,0.03181075652440389,0.00016688300862758077,-0.007910297820327039,81,0,2.9912424189969897
clean_000000002006.jpg,0.006150064865748087,0.0009276770783880676,-0.0013055921173295015,81,0,2.9957376539241523
clean_000000002153.jpg,0.01770322521527608,0.0051908971414734925,-0.003127969347191062,81,0,3.166419404093176
clean_000000002261.jpg,0.0,0.00011909152876023592,2.977288215488816e-05,81,0,3.033386849798262
clean_000000002587.jpg,0.05288181205590566,0.0005459973523195255,-0.01308087363958188,81,0,1.841341471998021
clean_000000002685.jpg,0.06538010239601136,0.000503043362610243,-0.016213444935666788,81,0,3.301148092839867
clean_000000002923.jpg,0.08045698304971059,0.0013170870955318032,-0.019774130549390367,81,0,2.430892657954246
clean_000000003553.jpg,0.0,0.00032084147660388547,8.02103684628408e-05,81,0,2.728598594898358
clean_000000003845.jpg,0.012899684906005859,0.016250369552463326,0.0008376264803835465,81,0,2.6313607250340283
clean_000000003934.jpg,0.1579408307870229,0.00028139209913937314,-0.03933298302769728,81,0,2.642455836990848
clean_000000005060.jpg,0.0,0.00017918889978501762,4.4797224826309545e-05,81,0,2.624247780069709
clean_000000005586.jpg,0.025640567143758137,0.00011028027132758416,-0.006382220551624518,81,0,2.4361179280094802
clean_000000005600.jpg,0.0,0.004713119397271633,0.0011782776681800167,81,0,2.5652297171764076
clean_000000006213.jpg,0.0,0.00020224235825793603,5.056058939212349e-05,81,0,2.779368762858212
clean_000000006460.jpg,0.07435962955156962,7.619317282874907e-05,-0.018562297979390685,81,0,2.87863869802095
clean_000000006818.jpg,0.2029213637113571,0.0007890516676461734,-0.05035971457131083,81,0,2.8530866059008986
clean_000000006954.jpg,0.0,0.001982875524485639,0.0004957187186993561,81,0,2.563224949873984
clean_000000007278.jpg,0.18966953655083973,0.0007502268220361899,-0.04708818544839266,81,0,2.7678666680585593
clean_000000007281.jpg,0.008891127506891887,0.001418463378405022,-0.0018681514487223216,81,0,2.4809192130342126
clean_000000007795.jpg,0.0,0.0006342931427324237,0.00015857328036650298,81,0,2.616419651079923
clean_000000008021.jpg,0.0,0.0006698974330007005,0.00016747435198716243,81,0,2.981737185968086
clean_000000008532.jpg,0.0,0.0003976870298040765,9.942175614063853e-05,81,0,2.8232846709433943
clean_000000008690.jpg,0.0,0.0003606532097455261,9.016330145905638e-05,81,0,3.013191770063713
clean_000000008762.jpg,0.03647853136062622,0.0006430867638884222,-0.00895785001072047,81,0,2.887317794840783
clean_000000009400.jpg,0.042409517367680866,0.0014914713100806173,-0.010227922778331844,81,0,3.0256752639543265
clean_000000009448.jpg,0.0,0.0019115650368301386,0.0004778911136864572,81,0,2.9129203108604997
clean_000000009772.jpg,0.019351182381312053,0.0014728790150550152,-0.004469424947043055,81,0,2.8705250250641257
clean_000000009891.jpg,0.18782670696576437,0.0023181159212529306,-0.04623958509166015,81,0,3.019073773175478
clean_000000010092.jpg,0.0,0.0010686842452707983,0.00026717103589002367,81,0,3.6083281559403986
