image,ctc,ftc,score,queries,label,seconds
clean_000000000724.jpg,0.472355463107427,0.0006680085018812633,-0.11577410906297736,81,0,2.3611448479350656
clean_000000000872.jpg,0.03621892134348551,0.00022356346358094978,-0.008997849759357801,81,0,2.80130209797062
clean_000000001000.jpg,0.010887060562769573,0.004929596442850546,-0.001489341642193609,81,0,3.0664730919525027
clean_000000001268.jpg,0.0317877193291982,0.00011475977062850117,-0.007917570786653338,81,0,1.8984335109125823
clean_000000001532.jpg,0.03536635438601176,0.00013567926427139447,-0.008806747322945618,81,0,3.168636417016387
clean_000000002006.jpg,0.012327444553375245,0.0009399765018822577,-0.002846828002621482,81,0,2.945716901915148
clean_000000002153.jpg,0.016398751735687257,0.0023106837198433165,-0.0035219253897743608,81,0,3.074803705094382
clean_000000002261.jpg,0.03314719994862874,0.0001360251516734795,-0.008252035031595994,81,0,2.985037771984935
clean_000000002587.jpg,0.0,0.00015787694031506165,3.946923499675847e-05,81,0,1.7671992050018162
clean_000000002685.jpg,0.04701718290646871,0.00038255652217194147,-0.011656491723460505,81,0,3.3301611710339785
clean_000000002923.jpg,0.14770273367563883,7.916286124650036e-05,-0.036838907642491425,81,0,2.434544765157625
clean_000000003553.jpg,0.296194459994634,0.00038397308850163226,-0.07341596515738458,81,0,2.706561258994043
clean_000000003845.jpg,0.030698114633560182,0.0032967918913478,-0.006849728799004917,81,0,2.553634470095858
clean_000000003934.jpg,0.030624570449193318,0.0002800904758096533,-0.007585521681338192,81,0,2.522079462883994
clean_000000005060.jpg,0.013415817419687908,0.00012459502330281958,-0.003322755295154689,81,0,2.8047939559910446
clean_000000005586.jpg,0.023241569598515827,9.755060279319883e-05,-0.005785743212835648,81,0,2.6149226028937846
clean_000000005600.jpg,0.2892560541629791,0.007317728310574586,-0.0699845690120039,81,0,2.569547740975395
clean_000000006213.jpg,0.47258240977923077,0.00010272815645451011,-0.11596911370368401,81,0,2.843275350984186
clean_000000006460.jpg,0.06529778838157654,6.178035944824552e-05,-0.016303204127908866,81,0,2.946628980105743
clean_000000006818.jpg,0.09498994549115498,0.00014991536717898018,-0.023692167319878443,81,0,2.7976185109000653
clean_000000006954.jpg,0.014276476701100667,0.002477192307134954,-0.0029497607955883964,81,0,2.652629571966827
clean_000000007278.jpg,0.04099339048067729,0.0001914509260178136,-0.010199049970076701,81,0,2.8499127118848264
clean_000000007281.jpg,0.013849389553070069,0.001964127395837939,-0.0029712603567622065,81,0,2.5835959331598133
clean_000000007795.jpg,0.0,0.00024627584420300054,6.15689607394998e-05,81,0,2.716238270048052
clean_000000008021.jpg,0.09228213826815287,0.0002263390286267338,-0.022997591364832592,81,0,2.990239928010851
clean_000000008532.jpg,0.16057305137316386,0.0005545671860348364,-0.03991858936176551,81,0,2.813228650018573
clean_000000008690.jpg,0.1580277423063914,0.005342094290488856,-0.03808940352058221,81,0,3.039413583930582
clean_000000008762.jpg,0.10491722226142883,9.057502720053259e-05,-0.02618262807024041,81,0,2.89114738907665
